filepath,filename,actor,gender,emotion_code,emotion,intensity,statement,repetition,modality,vocal_channel,duration_sec,label_encoded
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-05-01-01-01-06.wav,03-01-05-01-01-01-06.wav,6,female,5,angry,normal,1,1,audio,speech,3.77,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-05-01-01-02-06.wav,03-01-05-01-01-02-06.wav,6,female,5,angry,normal,1,2,audio,speech,3.971,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-05-01-02-01-06.wav,03-01-05-01-02-01-06.wav,6,female,5,angry,normal,2,1,audio,speech,4.204,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-05-01-02-02-06.wav,03-01-05-01-02-02-06.wav,6,female,5,angry,normal,2,2,audio,speech,3.904,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-05-02-01-01-06.wav,03-01-05-02-01-01-06.wav,6,female,5,angry,strong,1,1,audio,speech,4.104,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-05-02-01-02-06.wav,03-01-05-02-01-02-06.wav,6,female,5,angry,strong,1,2,audio,speech,4.204,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-05-02-02-01-06.wav,03-01-05-02-02-01-06.wav,6,female,5,angry,strong,2,1,audio,speech,4.438,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-05-02-02-02-06.wav,03-01-05-02-02-02-06.wav,6,female,5,angry,strong,2,2,audio,speech,4.471,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-06-01-01-01-06.wav,03-01-06-01-01-01-06.wav,6,female,6,fearful,normal,1,1,audio,speech,3.637,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-06-01-01-02-06.wav,03-01-06-01-01-02-06.wav,6,female,6,fearful,normal,1,2,audio,speech,3.437,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-06-01-02-01-06.wav,03-01-06-01-02-01-06.wav,6,female,6,fearful,normal,2,1,audio,speech,3.57,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-06-01-02-02-06.wav,03-01-06-01-02-02-06.wav,6,female,6,fearful,normal,2,2,audio,speech,3.503,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-06-02-01-01-06.wav,03-01-06-02-01-01-06.wav,6,female,6,fearful,strong,1,1,audio,speech,3.637,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-06-02-01-02-06.wav,03-01-06-02-01-02-06.wav,6,female,6,fearful,strong,1,2,audio,speech,3.604,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-06-02-02-01-06.wav,03-01-06-02-02-01-06.wav,6,female,6,fearful,strong,2,1,audio,speech,3.737,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-06-02-02-02-06.wav,03-01-06-02-02-02-06.wav,6,female,6,fearful,strong,2,2,audio,speech,3.737,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-07-01-01-01-06.wav,03-01-07-01-01-01-06.wav,6,female,7,disgust,normal,1,1,audio,speech,3.503,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-07-01-01-02-06.wav,03-01-07-01-01-02-06.wav,6,female,7,disgust,normal,1,2,audio,speech,4.271,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-07-01-02-01-06.wav,03-01-07-01-02-01-06.wav,6,female,7,disgust,normal,2,1,audio,speech,3.737,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-07-01-02-02-06.wav,03-01-07-01-02-02-06.wav,6,female,7,disgust,normal,2,2,audio,speech,3.937,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-07-02-01-01-06.wav,03-01-07-02-01-01-06.wav,6,female,7,disgust,strong,1,1,audio,speech,4.304,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-07-02-01-02-06.wav,03-01-07-02-01-02-06.wav,6,female,7,disgust,strong,1,2,audio,speech,3.937,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-07-02-02-01-06.wav,03-01-07-02-02-01-06.wav,6,female,7,disgust,strong,2,1,audio,speech,4.037,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-07-02-02-02-06.wav,03-01-07-02-02-02-06.wav,6,female,7,disgust,strong,2,2,audio,speech,3.971,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-08-01-01-01-06.wav,03-01-08-01-01-01-06.wav,6,female,8,surprised,normal,1,1,audio,speech,3.237,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-08-01-01-02-06.wav,03-01-08-01-01-02-06.wav,6,female,8,surprised,normal,1,2,audio,speech,3.237,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-08-01-02-01-06.wav,03-01-08-01-02-01-06.wav,6,female,8,surprised,normal,2,1,audio,speech,3.203,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-08-01-02-02-06.wav,03-01-08-01-02-02-06.wav,6,female,8,surprised,normal,2,2,audio,speech,3.136,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-08-02-01-01-06.wav,03-01-08-02-01-01-06.wav,6,female,8,surprised,strong,1,1,audio,speech,3.237,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-08-02-01-02-06.wav,03-01-08-02-01-02-06.wav,6,female,8,surprised,strong,1,2,audio,speech,3.37,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-08-02-02-01-06.wav,03-01-08-02-02-01-06.wav,6,female,8,surprised,strong,2,1,audio,speech,3.303,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_06\03-01-08-02-02-02-06.wav,03-01-08-02-02-02-06.wav,6,female,8,surprised,strong,2,2,audio,speech,3.203,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-01-01-01-01-07.wav,03-01-01-01-01-01-07.wav,7,male,1,neutral,normal,1,1,audio,speech,3.904,0
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-01-01-01-02-07.wav,03-01-01-01-01-02-07.wav,7,male,1,neutral,normal,1,2,audio,speech,3.804,0
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-01-01-02-01-07.wav,03-01-01-01-02-01-07.wav,7,male,1,neutral,normal,2,1,audio,speech,4.137,0
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-01-01-02-02-07.wav,03-01-01-01-02-02-07.wav,7,male,1,neutral,normal,2,2,audio,speech,3.737,0
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-02-01-01-01-07.wav,03-01-02-01-01-01-07.wav,7,male,2,calm,normal,1,1,audio,speech,3.47,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-02-01-01-02-07.wav,03-01-02-01-01-02-07.wav,7,male,2,calm,normal,1,2,audio,speech,3.737,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-02-01-02-01-07.wav,03-01-02-01-02-01-07.wav,7,male,2,calm,normal,2,1,audio,speech,3.503,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-02-01-02-02-07.wav,03-01-02-01-02-02-07.wav,7,male,2,calm,normal,2,2,audio,speech,3.537,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-02-02-01-01-07.wav,03-01-02-02-01-01-07.wav,7,male,2,calm,strong,1,1,audio,speech,4.004,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-02-02-01-02-07.wav,03-01-02-02-01-02-07.wav,7,male,2,calm,strong,1,2,audio,speech,3.871,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-02-02-02-01-07.wav,03-01-02-02-02-01-07.wav,7,male,2,calm,strong,2,1,audio,speech,4.271,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-02-02-02-02-07.wav,03-01-02-02-02-02-07.wav,7,male,2,calm,strong,2,2,audio,speech,4.104,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-03-01-01-01-07.wav,03-01-03-01-01-01-07.wav,7,male,3,happy,normal,1,1,audio,speech,3.503,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-03-01-01-02-07.wav,03-01-03-01-01-02-07.wav,7,male,3,happy,normal,1,2,audio,speech,3.47,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-03-01-02-01-07.wav,03-01-03-01-02-01-07.wav,7,male,3,happy,normal,2,1,audio,speech,3.403,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-03-01-02-02-07.wav,03-01-03-01-02-02-07.wav,7,male,3,happy,normal,2,2,audio,speech,3.403,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-03-02-01-01-07.wav,03-01-03-02-01-01-07.wav,7,male,3,happy,strong,1,1,audio,speech,4.104,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-03-02-01-02-07.wav,03-01-03-02-01-02-07.wav,7,male,3,happy,strong,1,2,audio,speech,4.037,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-03-02-02-01-07.wav,03-01-03-02-02-01-07.wav,7,male,3,happy,strong,2,1,audio,speech,4.037,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-03-02-02-02-07.wav,03-01-03-02-02-02-07.wav,7,male,3,happy,strong,2,2,audio,speech,3.837,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-04-01-01-01-07.wav,03-01-04-01-01-01-07.wav,7,male,4,sad,normal,1,1,audio,speech,3.537,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-04-01-01-02-07.wav,03-01-04-01-01-02-07.wav,7,male,4,sad,normal,1,2,audio,speech,3.604,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-04-01-02-01-07.wav,03-01-04-01-02-01-07.wav,7,male,4,sad,normal,2,1,audio,speech,3.537,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-04-01-02-02-07.wav,03-01-04-01-02-02-07.wav,7,male,4,sad,normal,2,2,audio,speech,3.871,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-04-02-01-01-07.wav,03-01-04-02-01-01-07.wav,7,male,4,sad,strong,1,1,audio,speech,3.937,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-04-02-01-02-07.wav,03-01-04-02-01-02-07.wav,7,male,4,sad,strong,1,2,audio,speech,3.837,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-04-02-02-01-07.wav,03-01-04-02-02-01-07.wav,7,male,4,sad,strong,2,1,audio,speech,3.637,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-04-02-02-02-07.wav,03-01-04-02-02-02-07.wav,7,male,4,sad,strong,2,2,audio,speech,3.837,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-05-01-01-01-07.wav,03-01-05-01-01-01-07.wav,7,male,5,angry,normal,1,1,audio,speech,4.004,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-05-01-01-02-07.wav,03-01-05-01-01-02-07.wav,7,male,5,angry,normal,1,2,audio,speech,3.971,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-05-01-02-01-07.wav,03-01-05-01-02-01-07.wav,7,male,5,angry,normal,2,1,audio,speech,4.004,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-05-01-02-02-07.wav,03-01-05-01-02-02-07.wav,7,male,5,angry,normal,2,2,audio,speech,4.004,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-05-02-01-01-07.wav,03-01-05-02-01-01-07.wav,7,male,5,angry,strong,1,1,audio,speech,3.604,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-05-02-01-02-07.wav,03-01-05-02-01-02-07.wav,7,male,5,angry,strong,1,2,audio,speech,4.004,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-05-02-02-01-07.wav,03-01-05-02-02-01-07.wav,7,male,5,angry,strong,2,1,audio,speech,3.837,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-05-02-02-02-07.wav,03-01-05-02-02-02-07.wav,7,male,5,angry,strong,2,2,audio,speech,4.338,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-06-01-01-01-07.wav,03-01-06-01-01-01-07.wav,7,male,6,fearful,normal,1,1,audio,speech,3.437,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-06-01-01-02-07.wav,03-01-06-01-01-02-07.wav,7,male,6,fearful,normal,1,2,audio,speech,3.503,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-06-01-02-01-07.wav,03-01-06-01-02-01-07.wav,7,male,6,fearful,normal,2,1,audio,speech,3.437,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-06-01-02-02-07.wav,03-01-06-01-02-02-07.wav,7,male,6,fearful,normal,2,2,audio,speech,3.37,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-06-02-01-01-07.wav,03-01-06-02-01-01-07.wav,7,male,6,fearful,strong,1,1,audio,speech,3.637,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-06-02-01-02-07.wav,03-01-06-02-01-02-07.wav,7,male,6,fearful,strong,1,2,audio,speech,3.47,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-06-02-02-01-07.wav,03-01-06-02-02-01-07.wav,7,male,6,fearful,strong,2,1,audio,speech,3.403,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-06-02-02-02-07.wav,03-01-06-02-02-02-07.wav,7,male,6,fearful,strong,2,2,audio,speech,3.503,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-07-01-01-01-07.wav,03-01-07-01-01-01-07.wav,7,male,7,disgust,normal,1,1,audio,speech,3.537,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-07-01-01-02-07.wav,03-01-07-01-01-02-07.wav,7,male,7,disgust,normal,1,2,audio,speech,3.503,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-07-01-02-01-07.wav,03-01-07-01-02-01-07.wav,7,male,7,disgust,normal,2,1,audio,speech,3.437,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-07-01-02-02-07.wav,03-01-07-01-02-02-07.wav,7,male,7,disgust,normal,2,2,audio,speech,3.537,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-07-02-01-01-07.wav,03-01-07-02-01-01-07.wav,7,male,7,disgust,strong,1,1,audio,speech,4.137,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-07-02-01-02-07.wav,03-01-07-02-01-02-07.wav,7,male,7,disgust,strong,1,2,audio,speech,4.404,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-07-02-02-01-07.wav,03-01-07-02-02-01-07.wav,7,male,7,disgust,strong,2,1,audio,speech,4.137,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-07-02-02-02-07.wav,03-01-07-02-02-02-07.wav,7,male,7,disgust,strong,2,2,audio,speech,4.771,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-08-01-01-01-07.wav,03-01-08-01-01-01-07.wav,7,male,8,surprised,normal,1,1,audio,speech,3.47,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-08-01-01-02-07.wav,03-01-08-01-01-02-07.wav,7,male,8,surprised,normal,1,2,audio,speech,3.537,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-08-01-02-01-07.wav,03-01-08-01-02-01-07.wav,7,male,8,surprised,normal,2,1,audio,speech,3.437,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-08-01-02-02-07.wav,03-01-08-01-02-02-07.wav,7,male,8,surprised,normal,2,2,audio,speech,3.437,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-08-02-01-01-07.wav,03-01-08-02-01-01-07.wav,7,male,8,surprised,strong,1,1,audio,speech,3.871,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-08-02-01-02-07.wav,03-01-08-02-01-02-07.wav,7,male,8,surprised,strong,1,2,audio,speech,3.637,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-08-02-02-01-07.wav,03-01-08-02-02-01-07.wav,7,male,8,surprised,strong,2,1,audio,speech,3.437,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_07\03-01-08-02-02-02-07.wav,03-01-08-02-02-02-07.wav,7,male,8,surprised,strong,2,2,audio,speech,3.47,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-01-01-01-01-08.wav,03-01-01-01-01-01-08.wav,8,female,1,neutral,normal,1,1,audio,speech,3.503,0
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-01-01-01-02-08.wav,03-01-01-01-01-02-08.wav,8,female,1,neutral,normal,1,2,audio,speech,3.637,0
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-01-01-02-01-08.wav,03-01-01-01-02-01-08.wav,8,female,1,neutral,normal,2,1,audio,speech,3.537,0
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-01-01-02-02-08.wav,03-01-01-01-02-02-08.wav,8,female,1,neutral,normal,2,2,audio,speech,3.503,0
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-02-01-01-01-08.wav,03-01-02-01-01-01-08.wav,8,female,2,calm,normal,1,1,audio,speech,3.604,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-02-01-01-02-08.wav,03-01-02-01-01-02-08.wav,8,female,2,calm,normal,1,2,audio,speech,3.403,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-02-01-02-01-08.wav,03-01-02-01-02-01-08.wav,8,female,2,calm,normal,2,1,audio,speech,3.47,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-02-01-02-02-08.wav,03-01-02-01-02-02-08.wav,8,female,2,calm,normal,2,2,audio,speech,3.47,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-02-02-01-01-08.wav,03-01-02-02-01-01-08.wav,8,female,2,calm,strong,1,1,audio,speech,3.637,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-02-02-01-02-08.wav,03-01-02-02-01-02-08.wav,8,female,2,calm,strong,1,2,audio,speech,3.737,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-02-02-02-01-08.wav,03-01-02-02-02-01-08.wav,8,female,2,calm,strong,2,1,audio,speech,3.67,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-02-02-02-02-08.wav,03-01-02-02-02-02-08.wav,8,female,2,calm,strong,2,2,audio,speech,3.804,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-03-01-01-01-08.wav,03-01-03-01-01-01-08.wav,8,female,3,happy,normal,1,1,audio,speech,3.503,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-03-01-01-02-08.wav,03-01-03-01-01-02-08.wav,8,female,3,happy,normal,1,2,audio,speech,3.437,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-03-01-02-01-08.wav,03-01-03-01-02-01-08.wav,8,female,3,happy,normal,2,1,audio,speech,3.47,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-03-01-02-02-08.wav,03-01-03-01-02-02-08.wav,8,female,3,happy,normal,2,2,audio,speech,3.437,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-03-02-01-01-08.wav,03-01-03-02-01-01-08.wav,8,female,3,happy,strong,1,1,audio,speech,3.77,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-03-02-01-02-08.wav,03-01-03-02-01-02-08.wav,8,female,3,happy,strong,1,2,audio,speech,3.904,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-03-02-02-01-08.wav,03-01-03-02-02-01-08.wav,8,female,3,happy,strong,2,1,audio,speech,3.837,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-03-02-02-02-08.wav,03-01-03-02-02-02-08.wav,8,female,3,happy,strong,2,2,audio,speech,3.937,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-04-01-01-01-08.wav,03-01-04-01-01-01-08.wav,8,female,4,sad,normal,1,1,audio,speech,4.204,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-04-01-01-02-08.wav,03-01-04-01-01-02-08.wav,8,female,4,sad,normal,1,2,audio,speech,3.871,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-04-01-02-01-08.wav,03-01-04-01-02-01-08.wav,8,female,4,sad,normal,2,1,audio,speech,3.57,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-04-01-02-02-08.wav,03-01-04-01-02-02-08.wav,8,female,4,sad,normal,2,2,audio,speech,3.604,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-04-02-01-01-08.wav,03-01-04-02-01-01-08.wav,8,female,4,sad,strong,1,1,audio,speech,3.77,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-04-02-01-02-08.wav,03-01-04-02-01-02-08.wav,8,female,4,sad,strong,1,2,audio,speech,3.937,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-04-02-02-01-08.wav,03-01-04-02-02-01-08.wav,8,female,4,sad,strong,2,1,audio,speech,3.67,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-04-02-02-02-08.wav,03-01-04-02-02-02-08.wav,8,female,4,sad,strong,2,2,audio,speech,3.704,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-05-01-01-01-08.wav,03-01-05-01-01-01-08.wav,8,female,5,angry,normal,1,1,audio,speech,3.704,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-05-01-01-02-08.wav,03-01-05-01-01-02-08.wav,8,female,5,angry,normal,1,2,audio,speech,3.604,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-05-01-02-01-08.wav,03-01-05-01-02-01-08.wav,8,female,5,angry,normal,2,1,audio,speech,3.537,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_08\03-01-05-01-02-02-08.wav,03-01-05-01-02-02-08.wav,8,female,5,angry,normal,2,2,audio,speech,3.57,4
